"colony","whole.mean","mean.dose","round","treatment","replicate","id","emerge_time","wet_weight","dry_weight","alive?","radial","abdomen_dry","order_on_sheet","abdomen_post_ethyl","fat_content","relative_fat","workers_alive","alive","qro","duration"
"2.7R2",0.5299685,46.4585063945,"2","2","7","2.7R2.2",40,0.1364,0.0293,1,2.4598,0.0159,"265",0.0133,0.0026,0.0011,5,TRUE,"B1",45
"2.7R2",0.5299685,46.4585063945,"2","2","7","2.7R2.3",41,1.156,0.0403,1,2.4647,0.0221,"281",0.0176,0.0045,0.0018,5,TRUE,"B1",45
"2.7R2",0.5299685,46.4585063945,"2","2","7","2.7R2.4",41,1.1492,0.0341,1,2.3363,0.0191,"282",0.0163,0.0028,0.0012,5,TRUE,"B1",45
"2.7R2",0.5299685,46.4585063945,"2","2","7","2.7R2.1",35,1.164,0.035,1,2.6551,0.0128,"89",0.0095,0.0033,0.0012,5,TRUE,"B1",45
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.3",38,1.1031,0.0299,1,2.2582,0.0156,"292",0.0127,0.0028,0.0013,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.4",38,1.1273,0.0412,1,2.5071,0.0204,"293",0.0158,0.0046,0.0018,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.7",39,0.1459,0.0335,1,2.2029,0.0199,"317",0.0162,0.0037,0.0017,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.5",41,0.1285,0.0332,1,2.3049,0.0168,"346",0.0127,0.0041,0.0018,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.1",37,1.1081,0.0315,1,1.9708,0.0189,"284",0.0169,0.002,0.001,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.9",39,0.0784,0.0319,1,2.2057,0.0185,"319",0.016,0.0025,0.0011,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.2",37,1.1008,0.0334,1,2.2271,0.0191,"285",0.0169,0.0022,0.001,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.8",39,0.083,0.0255,1,2.2436,0.0123,"318",0.0092,0.0031,0.0014,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.5",39,0.1049,0.031,1,2.2046,0.0184,"315",0.0156,0.0027,0.0012,5,TRUE,"B1",46
"2.9R2",0.58571519047619,52.4961752090476,"2","2","9","2.9R2.6",39,0.101,0.0302,1,2.0532,0.0189,"316",0.0155,0.0034,0.0017,5,TRUE,"B1",46
"3.11R2",0.421640952380952,357.657792488095,"2","3","11","3.11R2.1",38,0.0456,0.0347,1,2.3178,0.0192,"366",0.0167,0.0025,0.0011,4,TRUE,"B1",39
"3.12R2",0.339099259259259,281.218025604444,"2","3","12","3.12R2.1",40,1.0708,0.0269,0,1.875,0.012,"401",0.0101,0.0019,0.001,5,FALSE,"B1",39
"3.12R2",0.339099259259259,281.218025604444,"2","3","12","3.12R2.2",34,1.05635,0.05582,NA,2.555662,0.01082,"419",0.00909,0.00173,0.000676928,5,NA,"B1",39
"3.1R2",0.371194782608696,307.886057877826,"2","3","1","3.1R2.1",41,1.3041,0.0366,1,2.6292,0.0135,"227",0.0098,0.0037,0.0014,5,TRUE,"B1",35
"3.1R2",0.371194782608696,307.886057877826,"2","3","1","3.1R2.2",46,0.137,0.0342,1,2.3284,0.0174,"330",0.0134,0.004,0.0017,5,TRUE,"B1",35
"3.1R2",0.371194782608696,307.886057877826,"2","3","1","3.1R2.3",48,0.1368,0.0381,1,2.2053,0.0209,"352",0.0174,0.0036,0.0016,5,TRUE,"B1",35
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.6",39,1.1144,0.0339,1,2.5055,0.0176,"278",0.0154,0.0022,9e-04,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.7",40,1.1288,0.0343,1,2.257,0.0179,"295",0.0134,0.0045,0.002,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.4",39,1.1378,0.0378,1,2.4662,0.0205,"276",0.0171,0.0034,0.0014,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.3",39,1.1278,0.0409,1,3.1542,0.0231,"275",0.0195,0.0036,0.0011,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.2",38,1.1972,0.0446,1,2.1804,0.0266,"261",0.0232,0.0035,0.0016,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.5",39,1.1233,0.0316,1,2.4086,0.0158,"277",0.0139,0.002,8e-04,5,TRUE,"B5",48
"3.2R2",0.346101,310.282866195,"2","3","2","3.2R2.1",37,1.0118,0.0373,1,2.778,0.0169,"233",0.0126,0.0043,0.0015,5,TRUE,"B5",48
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.7",35,1.2095,0.0462,1,2.499,0.0258,"75",0.0218,0.0039,0.0016,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.10",38,1.0675,0.038,1,2.4308,0.0178,"128",0.0143,0.0035,0.0014,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.6",35,1.0551,0.0215,1,2.1622,0.0095,"74",0.0088,7e-04,3e-04,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.8",36,1.1716,0.0427,1,2.5557,0.0211,"96",0.0174,0.0037,0.0014,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.3",31,1.1953,0.0297,1,2.2313,0.0155,"4",NA,NA,NA,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.2",31,1.138,0.0826,1,2.0436,0.0203,"3",NA,NA,NA,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.5",35,0.1151,0.0404,1,2.0228,0.0186,"73",0.0158,0.0028,0.0014,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.4",35,0.0276,0.037,1,2.4909,0.0182,"72",0.0147,0.0035,0.0014,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.9",38,1.2441,0.0442,1,2.5039,0.0222,"127",0.0166,0.0056,0.0022,5,TRUE,"B3",62
"3.3R2",0.846580555555556,919.098230283333,"2","3","3","3.3R2.1",31,1.1652,0.0362,1,2.3211,0.0255,"2",NA,NA,NA,5,TRUE,"B3",62
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.4",40,1.1583,0.0203,1,1.7169,0.01,"125",0.0084,0.0016,9e-04,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.2",38,1.1143,0.044,1,2.6113,0.0205,"103",0.0131,0.0074,0.0028,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.5",40,1.1868,0.043,1,2.483,0.0238,"126",0.0202,0.0036,0.0014,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.1",36,1.1923,0.0184,1,2.7708,0.0158,"54",0.0144,0.0014,5e-04,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.6",42,1.2369,0.043,1,2.2755,0.0234,"264",0.0198,0.0037,0.0016,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.3",38,1.1791,0.0597,1,2.7886,0.0367,"104",0.0319,0.0048,0.0017,3,TRUE,"B5",38
"3.4R2",0.412043333333333,406.208749928095,"2","3","4","3.4R2.7",43,1.1223,0.0295,1,2.4377,0.0123,"287",0.0087,0.0036,0.0015,3,TRUE,"B5",38
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.6",36,1.1641,0.0483,1,2.3829,0.0294,"119",0.0256,0.0038,0.0016,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.11",39,1.221,0.0411,1,2.0718,0.0217,"213",0.0174,0.0043,0.0021,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.5",36,1.1062,0.0318,1,2.3473,0.017,"118",0.0143,0.0026,0.0011,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.7",38,0.1622,0.0445,1,2.4289,0.021,"176",0.0173,0.0038,0.0016,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.3",35,1.1057,0.0312,1,2.3353,0.0145,"79",0.012,0.0025,0.0011,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.12",39,1.0327,0.0223,1,2.6188,0.011,"214",0.0098,0.0012,4e-04,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.9",39,1.2264,0.0368,1,2.1758,0.0155,"211",0.0133,0.0022,0.001,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.13",40,1.3256,0.0494,1,2.2238,0.0277,"252",0.0246,0.0031,0.0014,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.14",40,1.1424,0.0326,1,1.8659,0.0167,"253",0.0143,0.0025,0.0013,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.1",33,1.0839,0.0348,1,2.1368,0.0187,"36",0.0136,0.0051,0.0024,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.4",36,1.1119,0.0252,1,2.1591,0.0134,"117",0.0119,0.0014,7e-04,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.8",38,1.1293,0.047,1,2.6343,0.0243,"177",0.0167,0.0077,0.0029,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.10",39,1.3265,0.0403,1,2.4174,0.0206,"212",0.0168,0.0038,0.0016,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.15",40,1.0194,0.0205,1,2.4581,0.0129,"254",0.0124,5e-04,2e-04,4,TRUE,"B4",58
"3.5R2",0.890621052631579,969.896903836842,"2","3","5","3.5R2.2",33,1.1237,0.0457,1,2.4724,0.0268,"37",0.0233,0.0036,0.0014,4,TRUE,"B4",58
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.6",44,0.0861,0.0353,1,2.285,0.0195,"359",0.0167,0.0028,0.0012,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.4",44,0.081,0.0339,1,2.4759,0.0168,"357",0.0139,0.003,0.0012,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.8",44,0.0894,0.0217,1,1.8869,0.0115,"361",0.0103,0.0011,6e-04,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.2",41,0.1411,0.0358,1,NA,0.0177,"314",0.0158,0.0019,NA,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.3",42,0.0811,0.02,1,NA,0.012,"337",0.0111,9e-04,NA,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.1",40,1.1585,0.0403,1,2.3616,0.0222,"290",0.0189,0.0033,0.0014,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.7",44,0.2411,0.0503,1,2.5145,0.0293,"360",0.0246,0.0046,0.0018,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.18",47,1.0776,0.0378,1,2.2972,0.0229,"391",0.0197,0.0032,0.0014,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.12",46,0.1071,0.0393,1,2.4385,0.0201,"384",0.0135,0.0067,0.0027,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.17",47,1.1679,0.0318,1,2.4544,0.0162,"390",0.0115,0.0047,0.0019,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.3",36,1.234,0.024,1,1.9396,0.0116,"186",0.0101,0.0014,7e-04,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.16",47,1.0942,0.0424,1,2.5455,0.0234,"389",0.0188,0.0046,0.0018,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.11",45,1.0348,0.0387,1,2.3873,0.0203,"373",0.0159,0.0044,0.0018,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.10",45,0.1216,0.0385,1,2.4265,0.0202,"372",0.0139,0.0063,0.0026,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.13",46,1.0211,0.032,1,2.3508,0.0157,"385",0.0128,0.0029,0.0012,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.5",44,0.1069,0.0377,1,2.4541,0.0195,"358",0.0155,0.004,0.0016,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.14",46,1.1967,0.0476,1,2.3567,0.0287,"386",0.0242,0.0044,0.0019,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.15",46,1.1622,0.0293,1,2.4478,0.0144,"387",0.0119,0.0025,0.001,5,TRUE,"B1",20
"3.7R2",0.626667954545455,720.478110604545,"2","3","7","3.7R2.9",44,0.1401,0.0346,1,2.3267,0.0163,"362",0.0123,0.004,0.0017,5,TRUE,"B1",20
"3.9R2",0.440951052631579,417.988485603158,"2","3","9","3.9R2.2",41,1.1597,0.024,1,NA,0.0143,"371",0.0127,0.0016,NA,4,TRUE,"B1",44
"3.9R2",0.440951052631579,417.988485603158,"2","3","9","3.9R2.1",34,0.1382,0.0308,1,2.4256,0.0173,"260",0.0154,0.002,8e-04,4,TRUE,"B1",44
"4.11R2",0.345601111111111,3697.92253194444,"2","4","11","4.11R2.2",34,NA,0.0397,1,2.2881,0.0228,"417",0.0188,0.004,0.0018,5,TRUE,"B1",42
"4.11R2",0.345601111111111,3697.92253194444,"2","4","11","4.11R2.3",36,0.1183,0.0415,1,2.3954,0.0217,"340",0.0172,0.0045,0.0019,5,TRUE,"B1",42
"4.11R2",0.345601111111111,3697.92253194444,"2","4","11","4.11R2.4",39,1.0283,0.0393,1,2.5604,0.0198,"379",0.016,0.0038,0.0015,5,TRUE,"B1",42
"4.11R2",0.345601111111111,3697.92253194444,"2","4","11","4.11R2.1",33,1.0877,0.0465,1,NA,0.0244,"286",0.02,0.0044,NA,5,TRUE,"B1",42
"4.12R2",0.249629473684211,2085.61693573684,"2","4","12","4.12R2.2",46,0.9968,0.0166,1,1.8948,0.0067,"415",NA,NA,NA,4,TRUE,"B1",42
"4.12R2",0.249629473684211,2085.61693573684,"2","4","12","4.12R2.1",39,1.1527,0.0506,1,2.5522,0.0321,"399",0.03,0.0021,8e-04,4,TRUE,"B1",42
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.1",35,1.1432,0.0433,1,2.447,0.0229,"32",0.0186,0.0043,0.0017,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.3",36,1.1438,0.0406,1,2.5325,0.0214,"46",0.0168,0.0046,0.0018,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.2",36,1.1932,0.0561,1,2.478,0.0318,"45",0.0242,0.0077,0.0031,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.13",40,1.1068,0.0377,1,2.3459,0.0196,"149",0.0164,0.0032,0.0014,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.16",41,1.0238,0.0387,1,2.4826,0.0175,"229",0.014,0.0035,0.0014,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.15",41,1.3271,0.042,1,2.4983,0.0187,"228",0.0144,0.0043,0.0017,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.11",38,1.0858,0.0364,1,2.433,0.0172,"93",0.0141,0.0031,0.0013,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.8",38,1.1501,0.0302,1,2.2579,0.0143,"90",0.0112,0.003,0.0013,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.14",40,1.2455,0.0247,1,2.0878,0.0133,"150",0.0109,0.0024,0.0012,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.6",37,1.0835,0.0428,1,2.4654,0.0207,"66",0.016,0.0047,0.0019,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.5",36,1.1556,0.0504,1,2.4294,0.0279,"48",0.0141,0.0137,0.0057,4,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.17",41,1.1703,0.0386,1,2.4501,0.0184,"230",0.013,0.0054,0.0022,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.7",37,1.1203,0.0411,1,2.9495,0.0196,"67",0.0165,0.0031,0.0011,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.19",42,1.1313,0.0317,1,2.338,0.0153,"244",0.0112,0.0041,0.0017,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.10",38,1.1532,0.0462,1,2.6081,0.024,"92",0.0197,0.0043,0.0016,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.4",36,1.0813,0.0515,1,2.6651,0.0273,"47",0.021,0.0063,0.0024,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.18",41,1.4312,0.0395,1,2.5759,0.0166,"231",0.0127,0.0039,0.0015,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.9",38,1.1336,0.0447,1,2.6218,0.0207,"91",0.0124,0.0083,0.0032,5,TRUE,"B1",41
"4.1R2",0.7074755,8936.6582306,"2","4","1","4.1R2.12",40,1.0986,0.0374,1,2.4365,0.0185,"148",0.0154,0.0031,0.0013,5,TRUE,"B1",41
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.6",36,0.1198,0.0306,1,2.0514,0.0151,"160",0.013,0.0021,0.001,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.7",36,1.2307,0.0376,1,2.3569,0.0197,"161",0.0167,0.003,0.0013,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.9",38,1.0973,0.0482,1,2.556,0.0273,"258",0.0234,0.0039,0.0015,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.4",36,0.1919,0.0461,1,2.4652,0.0235,"158",0.0181,0.0053,0.0022,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.8",37,1.228,0.0582,1,2.5759,0.0323,"234",0.0268,0.0055,0.0021,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.11",41,0.1589,0.0485,1,2.62,0.0264,"306",0.0225,0.0039,0.0015,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.3",36,1.1335,0.0348,1,2.2794,0.018,"157",0.0145,0.0035,0.0015,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.10",40,1.1416,0.0441,1,2.6665,0.0215,"298",0.0172,0.0043,0.0016,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.5",36,1.3252,0.0298,1,2.0462,0.0152,"159",0.014,0.0012,6e-04,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.2",34,1.122,0.0415,1,2.8395,0.0174,"95",0.0133,0.0041,0.0014,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.12",41,1.169,0.0507,1,2.775,0.0261,"307",0.0223,0.0038,0.0014,3,TRUE,"B5",40
"4.2R2",0.38717425,4380.6048375,"2","4","2","4.2R2.1",34,1.2051,0.0563,1,2.7695,0.031,"94",0.0254,0.0056,0.002,3,TRUE,"B5",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.8",36,1.1844,0.0425,1,2.6297,0.0219,"50",0.0175,0.0043,0.0016,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.4",33,1.1133,0.0449,1,2.2778,0.0227,"8",NA,NA,NA,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.5",34,1.1897,0.0442,1,2.3356,0.0202,"15",NA,NA,NA,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.16",40,1.0848,0.0364,1,2.5059,0.0156,"130",0.0128,0.0028,0.0011,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.6",35,1.0893,0.0429,1,2.5778,0.0189,"33",0.0151,0.0038,0.0015,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.17",40,1.1348,0.0423,1,2.6591,0.0212,"131",0.0167,0.0045,0.0017,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.1",33,1.1655,0.0429,1,2.3051,0.0226,"5",NA,NA,NA,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.3",33,1.0628,0.0369,1,2.1584,0.0189,"7",NA,NA,NA,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.13",38,1.1248,0.036,1,2.6238,0.0152,"98",0.0119,0.0032,0.0012,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.14",38,1.2063,0.0388,1,2.5895,0.0175,"100",0.0136,0.0039,0.0015,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.10",37,1.1803,0.0491,1,2.7167,0.025,"77",0.0207,0.0044,0.0016,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.11",38,1.1734,0.0392,1,2.5886,0.0179,"97",0.0138,0.0041,0.0016,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.2",33,1.1459,0.0323,1,1.932,0.0128,"6",NA,NA,NA,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.7",36,1.1123,0.046,1,2.6408,0.0238,"49",0.0195,0.0043,0.0016,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.12",38,1.0999,0.0422,1,2.7368,0.0186,"99",0.0147,0.0039,0.0014,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.9",37,1.1714,0.0422,1,2.5621,0.0196,"76",0.0154,0.0042,0.0016,5,TRUE,"B3",40
"4.3R2",0.580007368421053,6846.91059836842,"2","4","3","4.3R2.15",40,1.1588,0.0414,1,2.5306,0.0202,"129",0.0151,0.0052,0.002,5,TRUE,"B3",40
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.22",40,1.0938,0.0445,1,2.5266,0.0234,"138",0.0191,0.0043,0.0017,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.27",40,1.0976,0.0562,1,2.8301,0.0307,"143",0.0237,0.0071,0.0025,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.14",38,1.113,0.0302,1,2.5875,0.0132,"105",0.0106,0.0026,0.001,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.12",36,1.1241,0.0341,1,2.2515,0.0176,"55",0.0128,0.0048,0.0021,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.9",34,1.1725,0.0388,1,2.37,0.0194,"20",NA,NA,NA,5,TRUE,"B5",46
